complaint,department,label
अप्रेंटिसशिप अवसरों की जानकारी उपलब्ध कराये जाने बाबत।,जिला सेवायोजन अधिकारी पिथौरागढ़,64.0
सेवायोजन कार्यालय में लंबित पंजीकरण आवेदनों का शीघ्र निस्तारण किये जाने बाबत।,जिला सेवायोजन अधिकारी पिथौरागढ़,64.0
निजी कंपनियों के साथ रोजगार शिविर आयोजित किये जाने बाबत।,जिला सेवायोजन अधिकारी पिथौरागढ़,64.0
महिला अभ्यर्थियों हेतु रोजगार परामर्श सत्र आयोजित किये जाने बाबत।,जिला सेवायोजन अधिकारी पिथौरागढ़,64.0
जिले में नियमित रोजगार मेलों का आयोजन सुनिश्चित किये जाने बाबत।,जिला सेवायोजन अधिकारी पिथौरागढ़,64.0
रोजगार कार्यालय में पंजीकृत अभ्यर्थियों को रिक्तियों की सूचना समय पर उपलब्ध कराये जाने बाबत।,जिला सेवायोजन अधिकारी पिथौरागढ़,64.0
रोजगार कार्यालय द्वारा कौशल आधारित कैरियर मार्गदर्शन कार्यक्रम आयोजित किये जाने बाबत।,जिला सेवायोजन अधिकारी पिथौरागढ़,64.0
ऑनलाइन रोजगार पंजीकरण में आ रही तकनीकी समस्या का समाधान किये जाने बाबत।,जिला सेवायोजन अधिकारी पिथौरागढ़,64.0
स्थानीय उद्योगों के साथ प्लेसमेंट ड्राइव आयोजित किये जाने बाबत।,जिला सेवायोजन अधिकारी पिथौरागढ़,64.0
रोजगार कार्यालय में प्रमाण पत्र सत्यापन प्रक्रिया सरल किये जाने बाबत।,जिला सेवायोजन अधिकारी पिथौरागढ़,64.0
दिव्यांग अभ्यर्थियों हेतु विशेष रोजगार सहायता शिविर आयोजित किये जाने बाबत।,जिला सेवायोजन अधिकारी पिथौरागढ़,64.0
जिला सेवायोजन कार्यालय द्वारा रोजगार एवं कैरियर सेवाओं का समयबद्ध एवं पारदर्शी संचालन सुनिश्चित किये जाने बाबत।,जिला सेवायोजन अधिकारी पिथौरागढ़,64.0
स्थानीय रिक्त पदों की सूचना नियमित रूप से सेवायोजन कार्यालय को उपलब्ध कराने हेतु व्यवस्था सुनिश्चित किये जाने बाबत।,जिला सेवायोजन अधिकारी पिथौरागढ़,64.0
जनसुनवाई में प्रस्तुत प्रार्थना पत्र पर शीघ्र कार्यवाही किये जाने बाबत।,उप जिलाधिकारी धारचूला,65.0
सार्वजनिक भूमि पर हुए अवैध अतिक्रमण को हटाये जाने बाबत।,उप जिलाधिकारी धारचूला,65.0
आपदा प्रभावित परिवार को प्रशासनिक सहायता उपलब्ध कराये जाने बाबत।,उप जिलाधिकारी धारचूला,65.0
राजस्व अपील के लंबित प्रकरण का शीघ्र निस्तारण किये जाने बाबत।,उप जिलाधिकारी धारचूला,65.0
स्थानीय मेले के आयोजन हेतु प्रशासनिक अनुमति प्रदान किये जाने बाबत।,उप जिलाधिकारी धारचूला,65.0
सार्वजनिक मार्ग पर अवैध अतिक्रमण की जांच कर आवश्यक कार्यवाही किये जाने बाबत।,उप जिलाधिकारी धारचूला,65.0
भूस्खलन प्रभावित क्षेत्र का प्रशासनिक निरीक्षण कर राहत उपलब्ध कराये जाने बाबत।,उप जिलाधिकारी धारचूला,65.0
प्रशासनिक आदेश के अनुपालन में हो रही देरी दूर किये जाने बाबत।,उप जिलाधिकारी धारचूला,65.0
सार्वजनिक उपयोग की भूमि को अतिक्रमण मुक्त किये जाने बाबत।,उप जिलाधिकारी धारचूला,65.0
तहसील दिवस में प्राप्त शिकायतों का समयबद्ध निस्तारण सुनिश्चित किये जाने बाबत।,उप जिलाधिकारी धारचूला,65.0
मजिस्ट्रियल जांच के लंबित प्रकरण का शीघ्र निस्तारण किये जाने बाबत।,उप जिलाधिकारी धारचूला,65.0
आपदा राहत वितरण में हुई अनियमितताओं की जांच करायी जाये।,उप जिलाधिकारी धारचूला,65.0
उपखण्ड स्तर पर विकास कार्यों की समीक्षा बैठक आयोजित किये जाने बाबत।,उप जिलाधिकारी धारचूला,65.0
सार्वजनिक भूमि पर हो रहे अवैध निर्माण की जांच कर आवश्यक कार्यवाही किये जाने बाबत।,उप जिलाधिकारी धारचूला,65.0
लोक शिकायत प्रकोष्ठ में लंबित आवेदन का शीघ्र निस्तारण किये जाने बाबत।,उप जिलाधिकारी धारचूला,65.0
उप जिलाधिकारी न्यायालय में लंबित प्रकरण का शीघ्र निस्तारण किये जाने बाबत।,उप जिलाधिकारी धारचूला,65.0
आपदा पूर्व तैयारी एवं राहत व्यवस्था की समीक्षा किये जाने बाबत।,उप जिलाधिकारी धारचूला,65.0
जनसुनवाई में पारित आदेशों का समयबद्ध अनुपालन सुनिश्चित किये जाने बाबत।,उप जिलाधिकारी धारचूला,65.0
सीमांत क्षेत्रों की प्रशासनिक समस्याओं के समाधान हेतु विशेष जनसुनवाई शिविर आयोजित किये जाने बाबत।,उप जिलाधिकारी धारचूला,65.0
प्रशासनिक एवं राजस्व अपील संबंधी लंबित प्रकरणों का पारदर्शी एवं समयबद्ध निस्तारण सुनिश्चित किये जाने बाबत।,उप जिलाधिकारी धारचूला,65.0
चंडिका घाट मंदिर परिसर के निकट अवैध शराब बिक्री पर रोक लगाये जाने बाबत।,जिला आबकारी अधिकारी कार्यालय,66.0
ग्राम में कच्ची शराब के अवैध निर्माण एवं बिक्री पर कार्यवाही किये जाने बाबत।,जिला आबकारी अधिकारी कार्यालय,66.0
बिना लाइसेंस संचालित शराब दुकान के विरुद्ध कार्यवाही किये जाने बाबत।,जिला आबकारी अधिकारी कार्यालय,66.0
अवैध शराब तस्करी की जांच कर आवश्यक कानूनी कार्यवाही किये जाने बाबत।,जिला आबकारी अधिकारी कार्यालय,66.0
विद्यालय के समीप संचालित शराब की दुकान हटाये जाने बाबत।,जिला आबकारी अधिकारी कार्यालय,66.0
नाबालिगों को शराब बिक्री करने वाले विक्रेता के विरुद्ध कार्यवाही किये जाने बाबत।,जिला आबकारी अधिकारी कार्यालय,66.0
धार्मिक स्थल के निकट शराब की बिक्री बंद कराये जाने बाबत।,जिला आबकारी अधिकारी कार्यालय,66.0
अवैध शराब भट्टी संचालित होने की जांच कर सील किये जाने बाबत।,जिला आबकारी अधिकारी कार्यालय,66.0
ग्राम में अवैध शराब की बिक्री रोकने हेतु विशेष अभियान चलाये जाने बाबत।,जिला आबकारी अधिकारी कार्यालय,66.0
शराब दुकान द्वारा निर्धारित समय के बाद बिक्री किये जाने पर कार्यवाही किये जाने बाबत।,जिला आबकारी अधिकारी कार्यालय,66.0
शराब दुकान के लाइसेंस की जांच कर नियमों का पालन सुनिश्चित किये जाने बाबत।,जिला आबकारी अधिकारी कार्यालय,66.0
अवैध शराब की आपूर्ति करने वाले गिरोह की जांच कर कार्यवाही किये जाने बाबत।,जिला आबकारी अधिकारी कार्यालय,66.0
सार्वजनिक स्थान पर अवैध शराब सेवन एवं बिक्री रोकने हेतु अभियान चलाये जाने बाबत।,जिला आबकारी अधिकारी कार्यालय,66.0
बिना अनुमति शराब भंडारण किये जाने की जांच करायी जाये।,जिला आबकारी अधिकारी कार्यालय,66.0
अवैध शराब परिवहन में प्रयुक्त वाहन के विरुद्ध कार्यवाही किये जाने बाबत।,जिला आबकारी अधिकारी कार्यालय,66.0
अवैध मदिरा बिक्री रोकने हेतु नियमित छापेमारी अभियान चलाये जाने बाबत।,जिला आबकारी अधिकारी कार्यालय,66.0
कच्ची शराब निर्माण में प्रयुक्त सामग्री जब्त कर दोषियों पर कार्यवाही किये जाने बाबत।,जिला आबकारी अधिकारी कार्यालय,66.0
शराब दुकान द्वारा लाइसेंस शर्तों के उल्लंघन की जांच करायी जाये।,जिला आबकारी अधिकारी कार्यालय,66.0
अवैध शराब एवं नशीले पदार्थों के विरुद्ध संयुक्त प्रवर्तन अभियान चलाये जाने बाबत।,जिला आबकारी अधिकारी कार्यालय,66.0
"जिले में अवैध शराब निर्माण, परिवहन एवं बिक्री पर प्रभावी नियंत्रण सुनिश्चित किये जाने बाबत।",जिला आबकारी अधिकारी कार्यालय,66.0
मकान एवं रास्ते पर हुए अतिक्रमण की राजस्व जांच कर सीमांकन किये जाने बाबत।,तहसील बेरीनाग,67.0
भूमि का नामांतरण शीघ्र किये जाने बाबत।,तहसील बेरीनाग,67.0
खसरा एवं खतौनी अभिलेखों में त्रुटि सुधार किये जाने बाबत।,तहसील बेरीनाग,67.0
भूमि सीमांकन कर कब्जे का विवाद दूर किये जाने बाबत।,तहसील बेरीनाग,67.0
लंबित आय प्रमाण पत्र आवेदनों का शीघ्र निस्तारण किये जाने बाबत।,तहसील बेरीनाग,67.0
जाति प्रमाण पत्र शीघ्र जारी किये जाने बाबत।,तहसील बेरीनाग,67.0
निवास प्रमाण पत्र आवेदन का शीघ्र निस्तारण किये जाने बाबत।,तहसील बेरीनाग,67.0
भूमि का पुनः सीमांकन कर सही नक्शा उपलब्ध कराये जाने बाबत।,तहसील बेरीनाग,67.0
खतौनी में दर्ज नाम संशोधित किये जाने बाबत।,तहसील बेरीनाग,67.0
राजस्व अभिलेखों में दर्ज क्षेत्रफल की त्रुटि सुधार किये जाने बाबत।,तहसील बेरीनाग,67.0
भूमि अभिलेखों का डिजिटलीकरण शीघ्र पूर्ण किये जाने बाबत।,तहसील बेरीनाग,67.0
कृषि भूमि का मापन कर रिपोर्ट उपलब्ध कराये जाने बाबत।,तहसील बेरीनाग,67.0
राजस्व वसूली संबंधी गलत प्रविष्टि हटाये जाने बाबत।,तहसील बेरीनाग,67.0
विरासत दर्ज करने की प्रक्रिया शीघ्र पूर्ण किये जाने बाबत।,तहसील बेरीनाग,67.0
जमाबंदी अभिलेखों में त्रुटियों का सुधार किये जाने बाबत।,तहसील बेरीनाग,67.0
राजस्व न्यायालय में लंबित नामांतरण प्रकरणों का शीघ्र निस्तारण किये जाने बाबत।,तहसील बेरीनाग,67.0
भूमि रिकॉर्ड की प्रमाणित प्रति उपलब्ध कराये जाने बाबत।,तहसील बेरीनाग,67.0
सरकारी भूमि एवं निजी भूमि का सीमांकन कर विवाद समाप्त किये जाने बाबत।,तहसील बेरीनाग,67.0
राजस्व अभिलेखों का नियमित अद्यतन सुनिश्चित किये जाने बाबत।,तहसील बेरीनाग,67.0
"राजस्व अभिलेख, प्रमाण पत्र एवं भूमि संबंधी सेवाओं का समयबद्ध एवं पारदर्शी निस्तारण सुनिश्चित किये जाने बाबत।",तहसील बेरीनाग,67.0
ग्राम पंचायत भवन का निर्माण शीघ्र पूर्ण किये जाने बाबत।,खण्ड विकास अधिकारी बेरीनाग,68.0
मनरेगा के अंतर्गत स्वीकृत कार्य शीघ्र प्रारम्भ किये जाने बाबत।,खण्ड विकास अधिकारी बेरीनाग,68.0
प्रधानमंत्री आवास योजना (ग्रामीण) का लाभ दिलाये जाने बाबत।,खण्ड विकास अधिकारी बेरीनाग,68.0
ग्राम पंचायत में नाली निर्माण कार्य कराये जाने बाबत।,खण्ड विकास अधिकारी बेरीनाग,68.0
ग्राम पंचायत स्तर पर सीसी मार्ग निर्माण कराये जाने बाबत।,खण्ड विकास अधिकारी बेरीनाग,68.0
महिला स्वयं सहायता समूह को स्वरोजगार हेतु सहायता उपलब्ध कराये जाने बाबत।,खण्ड विकास अधिकारी बेरीनाग,68.0
मनरेगा मजदूरी का लंबित भुगतान शीघ्र किये जाने बाबत।,खण्ड विकास अधिकारी बेरीनाग,68.0
ग्राम पंचायत विकास योजनाओं की समीक्षा बैठक आयोजित किये जाने बाबत।,खण्ड विकास अधिकारी बेरीनाग,68.0
ग्राम पंचायत में सार्वजनिक शौचालय निर्माण किये जाने बाबत।,खण्ड विकास अधिकारी बेरीनाग,68.0
राष्ट्रीय ग्रामीण आजीविका मिशन के अंतर्गत समूहों को प्रशिक्षण दिलाये जाने बाबत।,खण्ड विकास अधिकारी बेरीनाग,68.0
ग्राम पंचायत में वर्षा जल निकासी हेतु नाली निर्माण कराये जाने बाबत।,खण्ड विकास अधिकारी बेरीनाग,68.0
ग्राम विकास योजना में प्रस्तावित कार्यों को स्वीकृति प्रदान किये जाने बाबत।,खण्ड विकास अधिकारी बेरीनाग,68.0
मनरेगा जॉब कार्ड में त्रुटि सुधार किये जाने बाबत।,खण्ड विकास अधिकारी बेरीनाग,68.0
ग्राम स्तर पर स्वच्छता अभियान नियमित चलाये जाने बाबत।,खण्ड विकास अधिकारी बेरीनाग,68.0
ग्राम पंचायत में सामुदायिक भवन का निर्माण किये जाने बाबत।,खण्ड विकास अधिकारी बेरीनाग,68.0
स्वयं सहायता समूह को बैंक ऋण उपलब्ध कराने में सहायता किये जाने बाबत।,खण्ड विकास अधिकारी बेरीनाग,68.0
ग्रामीण विकास योजनाओं का सामाजिक अंकेक्षण कराये जाने बाबत।,खण्ड विकास अधिकारी बेरीनाग,68.0
मनरेगा के अंतर्गत जल संरक्षण कार्य स्वीकृत किये जाने बाबत।,खण्ड विकास अधिकारी बेरीनाग,68.0
ग्रामीण विकास योजनाओं का पारदर्शी एवं समयबद्ध क्रियान्वयन सुनिश्चित किये जाने बाबत।,खण्ड विकास अधिकारी बेरीनाग,68.0
ग्राम पंचायत विकास योजनाओं एवं मनरेगा कार्यों की नियमित निगरानी सुनिश्चित किये जाने बाबत।,खण्ड विकास अधिकारी बेरीनाग,68.0
आंगनबाड़ी केन्द्र में बच्चों को नियमित पूरक पोषण आहार उपलब्ध कराये जाने बाबत।,बाल विकास परियोजना गंगोलीहाट,69.0
आंगनबाड़ी केन्द्र में गर्भवती महिलाओं हेतु पोषण परामर्श शिविर आयोजित किये जाने बाबत।,बाल विकास परियोजना गंगोलीहाट,69.0
आंगनबाड़ी भवन की मरम्मत करायी जाये।,बाल विकास परियोजना गंगोलीहाट,69.0
आंगनबाड़ी केन्द्र में नियमित कार्यकर्ता की नियुक्ति किये जाने बाबत।,बाल विकास परियोजना गंगोलीहाट,69.0
0 से 6 वर्ष के बच्चों का नियमित वजन एवं स्वास्थ्य निगरानी सुनिश्चित किये जाने बाबत।,बाल विकास परियोजना गंगोलीहाट,69.0
टेक होम राशन (THR) का समय पर वितरण सुनिश्चित किये जाने बाबत।,बाल विकास परियोजना गंगोलीहाट,69.0
आंगनबाड़ी केन्द्र में प्री-स्कूल शिक्षण सामग्री उपलब्ध कराये जाने बाबत।,बाल विकास परियोजना गंगोलीहाट,69.0
कुपोषित बच्चों की पहचान कर विशेष पोषण कार्यक्रम चलाये जाने बाबत।,बाल विकास परियोजना गंगोलीहाट,69.0
आंगनबाड़ी केन्द्र में पेयजल एवं शौचालय सुविधा उपलब्ध कराये जाने बाबत।,बाल विकास परियोजना गंगोलीहाट,69.0
धात्री माताओं को निर्धारित पोषण सामग्री नियमित उपलब्ध करायी जाये।,बाल विकास परियोजना गंगोलीहाट,69.0
आंगनबाड़ी भवन में बच्चों के बैठने हेतु फर्नीचर उपलब्ध कराये जाने बाबत।,बाल विकास परियोजना गंगोलीहाट,69.0
आंगनबाड़ी केन्द्र के भवन का रंग-रोगन एवं रखरखाव कराये जाने बाबत।,बाल विकास परियोजना गंगोलीहाट,69.0
आंगनबाड़ी कार्यकर्ता द्वारा नियमित गृह भ्रमण सुनिश्चित किये जाने बाबत।,बाल विकास परियोजना गंगोलीहाट,69.0
पोषण जागरूकता अभियान आयोजित किये जाने बाबत।,बाल विकास परियोजना गंगोलीहाट,69.0
आंगनबाड़ी केन्द्र में बच्चों के लिए खेल सामग्री उपलब्ध कराये जाने बाबत।,बाल विकास परियोजना गंगोलीहाट,69.0
गर्भवती महिलाओं का नियमित पंजीकरण एवं परामर्श सुनिश्चित किये जाने बाबत।,बाल विकास परियोजना गंगोलीहाट,69.0
आंगनबाड़ी केन्द्रों की नियमित निगरानी एवं निरीक्षण किये जाने बाबत।,बाल विकास परियोजना गंगोलीहाट,69.0
बाल पोषण एवं मातृ स्वास्थ्य संबंधी जागरूकता कार्यक्रम नियमित आयोजित किये जाने बाबत।,बाल विकास परियोजना गंगोलीहाट,69.0
"आंगनबाड़ी सेवाओं का पारदर्शी, गुणवत्तापूर्ण एवं समयबद्ध संचालन सुनिश्चित किये जाने बाबत।",बाल विकास परियोजना गंगोलीहाट,69.0
"आंगनबाड़ी केन्द्रों में पोषण, प्री-स्कूल शिक्षा एवं मातृ-शिशु सेवाओं का प्रभावी संचालन सुनिश्चित किये जाने बाबत।",बाल विकास परियोजना गंगोलीहाट,69.0
विद्यालय में नियमित शिक्षकों की नियुक्ति सुनिश्चित किये जाने बाबत।,खण्ड शिक्षाधिकारी बेरीनाग,70.0
प्राथमिक विद्यालयों में शिक्षकों की कमी दूर किये जाने बाबत।,खण्ड शिक्षाधिकारी बेरीनाग,70.0
विद्यालय भवन की मरम्मत शीघ्र करायी जाये।,खण्ड शिक्षाधिकारी बेरीनाग,70.0
विद्यालय में मिड-डे मील की गुणवत्ता की जांच करायी जाये।,खण्ड शिक्षाधिकारी बेरीनाग,70.0
विद्यालय में विद्यार्थियों हेतु शुद्ध पेयजल व्यवस्था उपलब्ध करायी जाये।,खण्ड शिक्षाधिकारी बेरीनाग,70.0
विद्यालय परिसर में शौचालय की मरम्मत करायी जाये।,खण्ड शिक्षाधिकारी बेरीनाग,70.0
विद्यालय में छात्रों के बैठने हेतु पर्याप्त फर्नीचर उपलब्ध कराया जाये।,खण्ड शिक्षाधिकारी बेरीनाग,70.0
विद्यालय में शिक्षकों की नियमित उपस्थिति सुनिश्चित किये जाने बाबत।,खण्ड शिक्षाधिकारी बेरीनाग,70.0
विद्यालयों का नियमित शैक्षणिक निरीक्षण किये जाने बाबत।,खण्ड शिक्षाधिकारी बेरीनाग,70.0
विद्यालय भवन की छत से हो रहे पानी के रिसाव की मरम्मत करायी जाये।,खण्ड शिक्षाधिकारी बेरीनाग,70.0
विद्यालय में अतिरिक्त कक्षा-कक्ष का निर्माण कराये जाने बाबत।,खण्ड शिक्षाधिकारी बेरीनाग,70.0
विद्यालय में खेल सामग्री उपलब्ध करायी जाये।,खण्ड शिक्षाधिकारी बेरीनाग,70.0
विद्यालय की चारदीवारी का निर्माण कर विद्यार्थियों की सुरक्षा सुनिश्चित किये जाने बाबत।,खण्ड शिक्षाधिकारी बेरीनाग,70.0
विद्यालय पुस्तकालय हेतु आवश्यक पुस्तकें उपलब्ध करायी जायें।,खण्ड शिक्षाधिकारी बेरीनाग,70.0
विद्यालय में दिव्यांग विद्यार्थियों हेतु रैंप का निर्माण कराये जाने बाबत।,खण्ड शिक्षाधिकारी बेरीनाग,70.0
प्राथमिक विद्यालयों में आधारभूत सुविधाओं की समीक्षा कर आवश्यक सुधार किये जाने बाबत।,खण्ड शिक्षाधिकारी बेरीनाग,70.0
विद्यालय में नियमित अभिभावक-शिक्षक बैठक आयोजित किये जाने बाबत।,खण्ड शिक्षाधिकारी बेरीनाग,70.0
विद्यालयों में नामांकित बच्चों की नियमित उपस्थिति सुनिश्चित किये जाने बाबत।,खण्ड शिक्षाधिकारी बेरीनाग,70.0
विद्यालयों में मिड-डे मील एवं शैक्षणिक गतिविधियों की नियमित निगरानी सुनिश्चित किये जाने बाबत।,खण्ड शिक्षाधिकारी बेरीनाग,70.0
प्राथमिक एवं उच्च प्राथमिक विद्यालयों में गुणवत्तापूर्ण शिक्षा एवं आधारभूत सुविधाओं का समयबद्ध संचालन सुनिश्चित किये जाने बाबत।,खण्ड शिक्षाधिकारी बेरीनाग,70.0
वर्षा से कृषि भूमि में हो रहे मृदा कटाव को रोकने हेतु कंटूर बंडिंग कराये जाने बाबत।,कृषि एवं भूमि संरक्षण अधिकारी बेरीनाग,71.0
भूमि संरक्षण योजना के अंतर्गत खेतों की मेड़बंदी कराये जाने बाबत।,कृषि एवं भूमि संरक्षण अधिकारी बेरीनाग,71.0
ढालदार कृषि भूमि पर कंटूर ट्रेंच निर्माण कराये जाने बाबत।,कृषि एवं भूमि संरक्षण अधिकारी बेरीनाग,71.0
जलागम विकास योजना के अंतर्गत भूमि संरक्षण कार्य प्रारम्भ किये जाने बाबत।,कृषि एवं भूमि संरक्षण अधिकारी बेरीनाग,71.0
कृषि भूमि संरक्षण हेतु चेक बंड निर्माण कराये जाने बाबत।,कृषि एवं भूमि संरक्षण अधिकारी बेरीनाग,71.0
बारिश से हो रहे मिट्टी कटाव को रोकने हेतु घास पट्टी विकसित किये जाने बाबत।,कृषि एवं भूमि संरक्षण अधिकारी बेरीनाग,71.0
कृषि भूमि समतलीकरण कार्य स्वीकृत किये जाने बाबत।,कृषि एवं भूमि संरक्षण अधिकारी बेरीनाग,71.0
जल संरक्षण हेतु खेतों में जल अवरोध संरचनाएँ विकसित किये जाने बाबत।,कृषि एवं भूमि संरक्षण अधिकारी बेरीनाग,71.0
गहरी गली (Gully) में गली प्लग निर्माण कर भूमि कटाव रोके जाने बाबत।,कृषि एवं भूमि संरक्षण अधिकारी बेरीनाग,71.0
क्षतिग्रस्त खेत मेड़ों की मरम्मत कराये जाने बाबत।,कृषि एवं भूमि संरक्षण अधिकारी बेरीनाग,71.0
जलागम क्षेत्र में मृदा एवं जल संरक्षण कार्यों में तेजी लाये जाने बाबत।,कृषि एवं भूमि संरक्षण अधिकारी बेरीनाग,71.0
भूस्खलन प्रभावित कृषि भूमि के संरक्षण हेतु तकनीकी कार्य कराये जाने बाबत।,कृषि एवं भूमि संरक्षण अधिकारी बेरीनाग,71.0
वर्षाजल संचयन संरचनाओं का निर्माण कराये जाने बाबत।,कृषि एवं भूमि संरक्षण अधिकारी बेरीनाग,71.0
भूमि सुधार योजना के अंतर्गत खेत उपचार कार्य कराये जाने बाबत।,कृषि एवं भूमि संरक्षण अधिकारी बेरीनाग,71.0
ढालदार खेतों में स्टोन चेक बंड निर्माण कराये जाने बाबत।,कृषि एवं भूमि संरक्षण अधिकारी बेरीनाग,71.0
भूमि संरक्षण हेतु जल निकासी नालियों का निर्माण कराये जाने बाबत।,कृषि एवं भूमि संरक्षण अधिकारी बेरीनाग,71.0
मृदा संरक्षण योजनाओं की तकनीकी समीक्षा किये जाने बाबत।,कृषि एवं भूमि संरक्षण अधिकारी बेरीनाग,71.0
कृषि भूमि में जैविक संरक्षण उपाय अपनाने हेतु विभागीय सहायता उपलब्ध कराये जाने बाबत।,कृषि एवं भूमि संरक्षण अधिकारी बेरीनाग,71.0
भूमि संरक्षण एवं जल संरक्षण परियोजनाओं का गुणवत्तापूर्ण क्रियान्वयन सुनिश्चित किये जाने बाबत।,कृषि एवं भूमि संरक्षण अधिकारी बेरीनाग,71.0
"मृदा संरक्षण, भूमि सुधार एवं जलागम विकास योजनाओं का समयबद्ध लाभ उपलब्ध कराये जाने बाबत।",कृषि एवं भूमि संरक्षण अधिकारी बेरीनाग,71.0
मुख्य सिंचाई नहर की मरम्मत शीघ्र कराये जाने बाबत।,अधिशासी अभियन्ता सिंचाई खण्ड धारचूला,72.0
सिंचाई नहर की सफाई एवं गाद हटाये जाने बाबत।,अधिशासी अभियन्ता सिंचाई खण्ड धारचूला,72.0
बाढ़ से क्षतिग्रस्त तटबंध का पुनर्निर्माण किये जाने बाबत।,अधिशासी अभियन्ता सिंचाई खण्ड धारचूला,72.0
मुख्य नहर में पर्याप्त सिंचाई जल उपलब्ध कराये जाने बाबत।,अधिशासी अभियन्ता सिंचाई खण्ड धारचूला,72.0
नहर की कंक्रीट लाइनिंग कर जल रिसाव रोके जाने बाबत।,अधिशासी अभियन्ता सिंचाई खण्ड धारचूला,72.0
सिंचाई नहर पर क्षतिग्रस्त जल नियंत्रण गेट की मरम्मत किये जाने बाबत।,अधिशासी अभियन्ता सिंचाई खण्ड धारचूला,72.0
सिंचाई नहर में जमा मलबा हटाकर जल प्रवाह सुचारु किये जाने बाबत।,अधिशासी अभियन्ता सिंचाई खण्ड धारचूला,72.0
बाढ़ सुरक्षा हेतु नदी किनारे सुरक्षात्मक तटबंध बनाये जाने बाबत।,अधिशासी अभियन्ता सिंचाई खण्ड धारचूला,72.0
मुख्य सिंचाई नहर पर क्षतिग्रस्त पुलिया की मरम्मत किये जाने बाबत।,अधिशासी अभियन्ता सिंचाई खण्ड धारचूला,72.0
बरसात से क्षतिग्रस्त सिंचाई नहर का पुनर्निर्माण किये जाने बाबत।,अधिशासी अभियन्ता सिंचाई खण्ड धारचूला,72.0
सिंचाई परियोजना के अधूरे निर्माण कार्य शीघ्र पूर्ण किये जाने बाबत।,अधिशासी अभियन्ता सिंचाई खण्ड धारचूला,72.0
नदी कटाव रोकने हेतु स्थायी तटबंध निर्माण कराये जाने बाबत।,अधिशासी अभियन्ता सिंचाई खण्ड धारचूला,72.0
मुख्य नहर की वार्षिक सफाई समय पर करायी जाये।,अधिशासी अभियन्ता सिंचाई खण्ड धारचूला,72.0
सिंचाई परियोजनाओं का तकनीकी निरीक्षण कर गुणवत्ता सुनिश्चित किये जाने बाबत।,अधिशासी अभियन्ता सिंचाई खण्ड धारचूला,72.0
नहर के क्षतिग्रस्त स्लैब बदलकर जल आपूर्ति सुचारु किये जाने बाबत।,अधिशासी अभियन्ता सिंचाई खण्ड धारचूला,72.0
मुख्य सिंचाई नहर के टूटे भाग का पुनर्निर्माण किये जाने बाबत।,अधिशासी अभियन्ता सिंचाई खण्ड धारचूला,72.0
सिंचाई नहरों का नियमित रखरखाव सुनिश्चित किये जाने बाबत।,अधिशासी अभियन्ता सिंचाई खण्ड धारचूला,72.0
बाढ़ सुरक्षा हेतु नदी तट पर पत्थर पिचिंग कराये जाने बाबत।,अधिशासी अभियन्ता सिंचाई खण्ड धारचूला,72.0
मुख्य सिंचाई अवसंरचना का समयबद्ध रखरखाव एवं संचालन सुनिश्चित किये जाने बाबत।,अधिशासी अभियन्ता सिंचाई खण्ड धारचूला,72.0
